Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,12828.0,88.0,0.0,24035.0
PINTO VALLEY MINE,MIAMI,GILA,AZ,85539,33.417445,-110.98421,Metal Mining,NO,0.0,0.0,0.0,19173.0
DYNASTY SPAS,ATHENS,MCMINN,TN,37303,35.46451,-84.65352,Plastics and Rubber,YES,33906.0,0.0,0.0,33906.0
ALON REFINING KROTZ SPRINGS INC,KROTZ SPRINGS,ST. LANDRY PARISH,LA,70750,30.526504,-91.748383,Petroleum,NO,17554.0,0.0,0.0,17558.0
HECLA LTD LUCKY FRIDAY MINE UNIT,MULLAN,SHOSHONE,ID,83846,47.470047,-115.78342,Metal Mining,NO,0.55,1.531,0.0,30397.121
CF INDUSTRIES NITROGEN LLC,DONALDSONVILLE,ASCENSION PARISH,LA,70346,30.098563,-90.95599,Chemicals,NO,0.0,1407909.0,0.0,1407909.0
WESTLAKE VINYLS INC,CALVERT CITY,MARSHALL,KY,42029,37.051111,-88.334167,Chemicals,NO,28199.71,0.0,0.0,111870.72
SYNTHOMER ADHESIVE TEHCNOLOGIES EASTOFLEX & EAST,LONGVIEW,HARRISON,TX,75602,32.43284,-94.687398,Chemicals,YES,167.0,0.0,0.0,8127.0
ADVANSIX INC HOPEWELL PLANT,HOPEWELL,HOPEWELL (CITY),VA,23860,37.3009,-77.2722,Chemicals,NO,19769.0,1423.0,0.0,22328.0
ADVANSIX RESINS & CHEMICALS LLC,PHILADELPHIA,PHILADELPHIA,PA,19137,40.008039,-75.070917,Chemicals,YES,49038.0,0.0,0.0,59623.0
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,18000.0,0.0,0.0,18270.0
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Chemicals,NO,5286.46,0.0,0.0,10535.74
SHOW ME ETHANOL LLC,CARROLLTON,CARROLL,MO,64633,39.364556,-93.450083,Chemicals,NO,6457.0,0.0,0.0,6462.0
AL-CORN CLEAN FUEL,CLAREMONT,DODGE,MN,55924,44.049412,-93.017379,Chemicals,NO,5310.46,0.0,0.0,8496.29
HF SINCLAIR EL DORADO REFINING LLC,EL DORADO,BUTLER,KS,67042,37.794007,-96.87414,Petroleum,YES,4500.0,4.0,0.0,5604.0
CHINO MINES CO MINE CONCENTRATOR-SXEW PLANTS,VANADIUM,GRANT,NM,88023,32.791667,-108.067222,Metal Mining,NO,0.0,0.0,0.0,85000.0
QUALITY ACRYLIC BATHS - A ROYAL MFG CO,CLEARWATER,PINELLAS,FL,33762,27.881282,-82.692505,Plastics and Rubber,YES,16381.0,0.0,0.0,16381.0
GOLDEN VERTEX CORP,BULLHEAD CITY,MOHAVE,AZ,86442,35.0941,-114.450313,Metal Mining,NO,1.52,0.0,0.0,18871.54
EXXONMOBIL OIL BEAUMONT REFINERY (PART),BEAUMONT,JEFFERSON,TX,77701,30.065833,-94.071388,Petroleum,YES,5900.0,0.29,0.0,11800.29
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,YES,20500.0,2.0,0.0,29205.0
WESTERN GAS RESOURCES HILIGHT GAS PLANT,GILLETTE,CAMPBELL,WY,82718,43.839485,-105.365314,Natural Gas Processing,YES,21747.0,0.0,0.0,21747.0
EES COKE BATTERY LLC,RIVER ROUGE,WAYNE,MI,48218,42.283105,-83.113962,Petroleum,NO,30000.0,0.0,0.0,30000.0
MEWBOURN GAS PLANT,GILCREST,WELD,CO,80623,40.266583,-104.734944,Natural Gas Processing,NO,5700.0,0.0,0.0,5748.0
MARIGOLD MINING CO,VALMY,HUMBOLDT,NV,89438,40.779795,-117.139904,Metal Mining,NO,0.0,0.0,0.0,213000.0
NOURYON SURFACE CHEMISTRY LLC,MORRIS,GRUNDY,IL,60450,41.408188,-88.336227,Chemicals,NO,30440.0,0.0,0.0,35778.0
GUARDIAN ENERGY LLC,JANESVILLE,WASECA,MN,56048,44.111944,-93.678611,Chemicals,NO,10911.82,0.0,0.0,11575.82
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,4379.0,0.0,0.0,5710.0
BP CHERRY POINT REFINERY,BLAINE,WHATCOM,WA,98230,48.884,-122.735,Petroleum,NO,40916.0,0.0,0.0,40916.0
MEGGITT POLYMERS & COMPOSITES ROCKMART,ROCKMART,POLK,GA,30153,34.00291,-85.03638,Plastics and Rubber,NO,10801.0,0.0,0.0,16521.0
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,YES,6127.0,4.0,0.0,7439.0
ASHLAND SPECIALTY INGREDIENTS GP,HOPEWELL,HOPEWELL (CITY),VA,23860,37.290756,-77.282185,Chemicals,NO,909.0,0.0,0.0,47398.0
SOUTHWEST IOWA RENEWABLE ENERGY,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51503,41.17277,-95.8241,Chemicals,YES,6588.99,0.0,0.0,6593.89
CHEVRON PHILLIPS CHEMICAL CO LP-ORANGE,ORANGE,ORANGE,TX,77630,30.046111,-93.780556,Chemicals,NO,83679.0,0.0,0.0,105712.0
BIG ESCAMBIA CREEK GAS PLANT,ATMORE,ESCAMBIA,AL,36502,31.070275,-87.362958,Natural Gas Processing,NO,57073.0,0.0,0.0,57073.0
GULF COAST GROWTH VENTURES LLC,GREGORY,SAN PATRICIO,TX,78359,27.925021,-97.316393,Chemicals,NO,8859.9,0.0,0.0,17708.3
SILVER OAK FACILITY,TULETA,BEE,TX,78162,28.55671,-97.85455,Natural Gas Processing,NO,3600.0,0.0,0.0,8600.0
MOSAIC FERTILIZER LLC-BARTOW,BARTOW,POLK,FL,33830,27.906116,-81.916555,Chemicals,NO,1000.0,0.0,0.0,98000.0
MIRACLON CORP,WEATHERFORD,CUSTER,OK,73096,35.535869,-98.67428,Chemicals,NO,3434.0,0.0,0.0,7613.0
3M CHEMICAL OPERATIONS' DECATUR FACILITY,DECATUR,MORGAN,AL,35601,34.641667,-87.038611,Chemicals,YES,2874.0,0.0,0.0,16309.0
HF SINCLAIR WOODS CROSS REFINING LLC,WOODS CROSS,DAVIS,UT,84087,40.886022,-111.904759,Petroleum,NO,0.0,0.0,0.0,5400.0
TESORO REFINING & MARKETING CO LLC,MARTINEZ,CONTRA COSTA,CA,94553,38.0251,-122.0639,Chemicals,NO,17000.0,720.0,0.0,17729.0
CF INDUSTRIES NITROGEN LLC,DONALDSONVILLE,ASCENSION PARISH,LA,70346,30.098563,-90.95599,Chemicals,NO,463285.0,0.0,0.0,492113.0
SEALED AIR CORP CRYOVAC DIV,SIMPSONVILLE,GREENVILLE,SC,29681,34.74699,-82.26385,Plastics and Rubber,NO,104184.0,0.0,0.0,104189.0
"KOCH FERTILIZER BEATRICE,LLC",BEATRICE,GAGE,NE,68310,40.319088,-96.8414,Chemicals,NO,360000.0,3600.0,0.0,473600.0
FORMOSA PLASTICS CORP LOUISIANA,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.5038,-91.186496,Chemicals,YES,6093.0,0.0,0.0,18362.0
HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,ARTESIA,EDDY,NM,88210,32.848593,-104.394383,Petroleum,NO,30000.0,0.0,0.0,35100.0
ABERDEEN ENERGY LLC,MINA,EDMUNDS,SD,57451,45.442417,-98.787139,Chemicals,NO,11925.0,0.0,0.0,11925.0
TRONOX LLC,HAMILTON,MONROE,MS,39746,33.730556,-88.4525,Chemicals,NO,0.0,289.38,0.0,52422.34
STILLWATER MINING CO EAST BOULDER MINE,BIG TIMBER,SWEET GRASS,MT,59011,45.724998,-109.891998,Metal Mining,NO,105.0,0.0,0.0,34967.0
WILLIAMS OHIO VALLEY MIDSTREAM - MOUNDSVILLE FRACTIONATION P,MOUNDSVILLE,MARSHALL,WV,26041,39.91032,-80.79937,Natural Gas Processing,NO,10000.0,0.0,0.0,11200.0
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,CANTONMENT,ESCAMBIA,FL,325338926,30.596678,-87.251977,Chemicals,NO,10.0,0.0,0.0,27292.0
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,PORT NECHES,JEFFERSON,TX,77651,29.972738,-93.94853,Chemicals,YES,6240.0,0.0,0.0,9807.0
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Petroleum,NO,18234.3,0.0,0.0,24831.069
INEOS USA LLC - CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,Chemicals,NO,385.0,0.0,0.0,6779.0
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,YES,0.0,0.0,0.0,9974.0
ISP CHEMICALS LLC,CALVERT CITY,MARSHALL,KY,42029,37.047737,-88.35866,Chemicals,YES,15757.0,118.0,0.0,20464.0
GREEN PLAINS SHENANDOAH LLC,SHENANDOAH,FREMONT,IA,51601,40.7549,-95.3953,Chemicals,NO,6100.0,0.0,0.0,6100.0
LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-TN,FAYETTEVILLE,LINCOLN,TN,37334,35.16289,-86.54327,Plastics and Rubber,NO,11364.0,0.0,0.0,11364.0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Chemicals,NO,7047.0,0.0,0.0,18264.0
CALUMET SHREVEPORT REFINING LLC,SHREVEPORT,CADDO PARISH,LA,71109,32.470833,-93.790833,Petroleum,NO,12048.0,12.6,0.0,12174.0
MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV,ROBINSON,CRAWFORD,IL,62454,39.002146,-87.725378,Petroleum,NO,42578.0,696.0,0.0,43528.0
PHILLIPS 66 PONCA CITY SITE,PONCA CITY,KAY,OK,746017501,36.6821,-97.0895,Petroleum,YES,8952.0,0.0,0.0,15522.0
OXY VINYLS LP LA PORTE VCM PLANT,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,Chemicals,YES,694.48,13.74,0.0,14014.25
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,24.55,0.0,0.0,20724.986
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,224434.0,0.0,0.0,248229.0
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,79555.0,2.0,0.0,86379.0
LIMETREE BAY TERMINALS LLC DBA OCEAN POINT TERMINALS,CHRISTIANSTED,ST. CROIX ISLAND,VI,820,17.715055,-64.757335,Petroleum Bulk Terminals,NO,19051.5,0.0,0.0,19908.8
DELAWARE CITY REFINERY,DELAWARE CITY,NEW CASTLE,DE,19706,39.591,-75.634,Petroleum,NO,137900.0,183.0,0.0,138083.0
BASIN ELECTRIC ANTELOPE VALLEY STATION,BEULAH,MERCER,ND,58523,47.370445,-101.838042,Chemicals,NO,67.0,0.0,0.0,17538.0
ALLEN INDUSTRIES LLC,SEDALIA,PETTIS,MO,65301,38.620424,-93.245149,Plastics and Rubber,YES,0.0,0.0,0.0,34048.0
AJINOMOTO HEALTH & NUTRITION N.A. INC.,EDDYVILLE,MONROE,IA,52553,41.143573,-92.647934,Chemicals,NO,0.0,574384.0,0.0,574384.0
EUNICE GAS PLANT,EUNICE,LEA,NM,88231,32.424944,-103.14725,Natural Gas Processing,YES,26.0,0.0,0.0,8128.0
OWENS CORNING ROOFING & ASPHALT LLC IRVING,IRVING,DALLAS,TX,75061,32.81569,-96.93434,Petroleum,NO,8230.0,0.0,0.0,8280.0
EXXONMOBIL MONT BELVIEU PLASTICS PLANT,BAYTOWN,CHAMBERS,TX,77521,29.8742,-94.9122,Chemicals,NO,67903.0,0.0,0.0,94134.0
DART POLYMERS INC,OWENSBORO,DAVIESS,KY,42301,37.795833,-87.146389,Chemicals,YES,39880.0,0.0,0.0,39880.0
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,YES,40293.0,0.0,0.0,380279.0
VISKASE CORP,LOUDON,LOUDON,TN,37774,35.742,-84.326194,Plastics and Rubber,NO,1691000.0,0.0,0.0,1758000.0
TARGA MONT BELVIEU COMPLEX,MONT BELVIEU,CHAMBERS,TX,77580,29.843056,-94.895278,Natural Gas Processing,NO,1876.0,0.0,0.0,17408.0
INEOS OXIDE BAYPORT EO PLANT,PASADENA,HARRIS,TX,77507,29.627167,-95.080194,Chemicals,YES,5562.0,0.0,0.0,7274.0
OCCIDENTAL CHEMICAL CORP,GREGORY,SAN PATRICIO,TX,78359,27.883611,-97.241383,Chemicals,NO,24475.0,0.0,0.0,27752.0
PPG INDUSTRIES INC-OAK CREEK,OAK CREEK,MILWAUKEE,WI,53154,42.84874,-87.93297,Chemicals,NO,12163.32,0.0,0.0,34177.24
OCCIDENTAL CHEMICAL CORP,GREGORY,SAN PATRICIO,TX,78359,27.883611,-97.241383,Chemicals,YES,4203.0,4.0,0.0,14814.0
TARGA MONT BELVIEU COMPLEX,MONT BELVIEU,CHAMBERS,TX,77580,29.843056,-94.895278,Natural Gas Processing,NO,35277.0,0.0,0.0,45626.0
SHERWIN-WILLIAMS CO,MEMPHIS,SHELBY,TN,38109,35.08635,-90.04931,Chemicals,NO,8912.0,0.0,0.0,18076.0
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,126000.0,0.0,0.0,146000.0
CABOT CORP CANAL PLANT,CENTERVILLE,ST. MARY PARISH,LA,70522,29.68576,-91.473179,Chemicals,NO,5739.0,0.0,0.0,5752.0
CF INDUSTRIES EAST POINT LLC,WAGGAMAN,JEFFERSON PARISH,LA,70094,29.965,-90.26248,Chemicals,NO,160881.1,0.0,0.0,160881.1
EQUINOX GOLD CORP CASTLE MOUNTAIN VENTURE CASTLE MOUNTAIN,IVANPAH,SAN BERNARDINO,CA,92364,35.333839,-115.123263,Metal Mining,NO,0.2,0.0,0.0,49635.7
EQUISTAR CHEMICALS LP,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,Chemicals,NO,100186.04,0.0,0.0,148119.74
INGEVITY SOUTH CAROLINA LLC CHARLESTON CHEMICAL PLANT,NORTH CHARLESTON,CHARLESTON,SC,29406,32.89778,-79.97299,Chemicals,NO,11076.0,0.0,0.0,11448.0
SMC NYE MINE SITE,NYE,STILLWATER,MT,59061,45.386111,-109.873333,Metal Mining,NO,0.0,0.0,0.0,13339.0
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,YES,820.0,0.0,0.0,9620.0
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,NO,16585.0,0.0,0.0,47942.0
BRIDGEPORT GAS PROCESSING PLANT,BRIDGEPORT,WISE,TX,76426,33.195661,-97.8037,Natural Gas Processing,YES,30989.0,0.0,0.0,30994.0
BASF CORP - FREEPORT SITE,FREEPORT,BRAZORIA,TX,77541,29.002075,-95.399777,Chemicals,NO,0.0,846154.0,0.0,846154.0
HECLA GREENS CREEK MINING CO,JUNEAU,JUNEAU CITY AND BOROUGH,AK,99801,58.081802,-134.641206,Metal Mining,NO,15499.0,330.0,0.0,14878817.0
UNITED REFINING CO,WARREN,WARREN,PA,16365,41.82949,-79.12468,Petroleum,NO,18233.0,173.0,0.0,24136.0
ISP TECHNOLOGIES INC,TEXAS CITY,GALVESTON,TX,77590,29.428586,-94.968558,Chemicals,NO,8256.0,0.0,0.0,13940.0
BERRYMAN PRODUCTS INC.,ARLINGTON,TARRANT,TX,76011,32.75063,-97.04112,Chemicals,NO,5500.0,0.0,0.0,5800.0
CITGO REFINING & CHEMICALS CO LP EAST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.80962,-97.425869,Petroleum,NO,47417.22,0.0,0.0,49653.22
CSL BEHRING,BRADLEY,KANKAKEE,IL,60915,41.16082,-87.85477,Chemicals,NO,0.0,0.0,0.0,19928.0
DYNO NOBEL INC.--LOMO PLANT,LOUISIANA,PIKE,MO,63353,39.430417,-91.022556,Chemicals,NO,0.0,28369.43,0.0,28369.43
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,0.0,0.0,0.0,29013.0
HUNTSMAN ETHYLENEAMINES PLANT,FREEPORT,BRAZORIA,TX,77541,28.9525,-95.313,Chemicals,NO,0.0,3856.0,0.0,6589.0
MARYSVILLE ETHANOL LLC,MARYSVILLE,ST. CLAIR,MI,48040,42.88335,-82.491547,Chemicals,YES,4710.0,0.0,0.0,7934.0
TIPPETT GAS PLANT,MC CAMEY,UPTON,TX,79752,31.037516,-102.222821,Natural Gas Processing,YES,6936.4,0.0,0.0,6936.4
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,BENICIA,SOLANO,CA,94510,38.07167,-122.13975,Petroleum,NO,4000.0,0.0,0.0,6100.0
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,DETROIT,WAYNE,MI,48217,42.280556,-83.152778,Petroleum,NO,3700.0,0.0,0.0,5700.0
PLASTIC COMPOSITES CO,FORT WAYNE,ALLEN,IN,46825,41.15753,-85.10734,Plastics and Rubber,YES,1980.0,0.0,0.0,6601.0
BP CHERRY POINT REFINERY,BLAINE,WHATCOM,WA,98230,48.884,-122.735,Petroleum,NO,61.0,414.5,0.0,25033.5
OXBOW CALCINING LLC,KREMLIN,GARFIELD,OK,73753,36.5184,-97.8389,Petroleum,NO,30000.0,0.0,0.0,30003.0
MEXICHEM SPECIALTY RESINS INC,HENRY,MARSHALL,IL,61537,41.13525,-89.341073,Chemicals,YES,14095.89,0.0,0.0,16757.01
HOUSTON REFINING LP,HOUSTON,HARRIS,TX,77017,29.7125,-95.235833,Petroleum,NO,8806.0,0.0,0.0,24960.0
DRUMMOND CO INC ABC COKE DIV,TARRANT,JEFFERSON,AL,35217,33.580769,-86.781281,Petroleum,YES,6670.0,0.0,0.0,9902.0
DAMPNEY CO INC,EVERETT,MIDDLESEX,MA,2149,42.401667,-71.055578,Chemicals,NO,2537.0,0.0,0.0,6692.0
TARGA MONT BELVIEU COMPLEX,MONT BELVIEU,CHAMBERS,TX,77580,29.843056,-94.895278,Natural Gas Processing,NO,663.0,0.0,0.0,24865.0
RED DOG OPERATIONS,KOTZEBUE,NORTHWEST ARCTIC BOROUGH,AK,99752,68.061507,-162.855492,Metal Mining,YES,3.8,0.0,0.0,1269859.8
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,YES,3001.0,0.0,0.0,6133.0
BRENNTAG MID-SOUTH INC,SAINT LOUIS,ST LOUIS (CITY),MO,63111,38.55445,-90.24832,Chemical Wholesalers,NO,6970.0,0.0,0.0,17705.0
VALERO REFINING - NEW ORLEANS LLC,NORCO,ST. CHARLES PARISH,LA,70079,29.985278,-90.392778,Petroleum,NO,352677.0,0.0,0.0,352677.0
SMC NYE MINE SITE,NYE,STILLWATER,MT,59061,45.386111,-109.873333,Metal Mining,NO,250.0,0.0,0.0,140430.0
SI GROUP INC,ORANGEBURG,ORANGEBURG,SC,29115,33.472222,-80.873611,Chemicals,NO,13263.0,23.0,0.0,14265.0
PAR MONTANA BILLINGS REFINERY,BILLINGS,YELLOWSTONE,MT,59101,45.809167,-108.438889,Petroleum,NO,3800.0,52.0,0.0,6452.0
BLUE WATER DYNAMICS LLC DBA DOUGHERTY MANUFACTURING,EDGEWATER,VOLUSIA,FL,32132,28.98759,-80.90969,Plastics and Rubber,YES,0.0,0.0,0.0,13421.0
COFFEYVILLE RESOURCES REFINING & MARKETING,COFFEYVILLE,MONTGOMERY,KS,67337,37.047556,-95.606106,Petroleum,NO,1272.0,0.0,0.0,9914.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,0.0,122.0,0.0,2661353.0
3M CHEMICAL OPERATIONS' COTTAGE GROVE FACILITY,COTTAGE GROVE,WASHINGTON,MN,55016,44.789444,-92.908333,Chemicals,NO,0.0,501409.0,0.0,501409.0
LOUISIANA INTEGRATED POLYETHYLENE JV LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.24502,-93.27563,Chemicals,YES,5975.0,0.0,0.0,8179.0
MOTIVA - PORT ARTHUR CHEMICALS,PORT ARTHUR,JEFFERSON,TX,77640,29.892778,-93.973333,Chemicals,NO,1222.0,0.0,0.0,7388.0
SHELL CHEMICAL LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Chemicals,YES,70000.0,0.0,0.0,80000.0
CHEVRON PHILLIPS CHEMICAL CO LP,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,Chemicals,NO,6584.0,0.0,0.0,8897.0
INDUSTRIAL LAMINATES/NORPLEX INC,POSTVILLE,ALLAMAKEE,IA,52162,43.09011,-91.5549,Plastics and Rubber,NO,16260.0,0.0,0.0,16290.0
JAL 3 GAS PLANT,JAL,LEA,NM,88252,32.1742,-103.1741,Natural Gas Processing,NO,45964.0,0.0,0.0,45964.0
"KOCH FERTILIZER BEATRICE,LLC",BEATRICE,GAGE,NE,68310,40.319088,-96.8414,Chemicals,NO,12000.0,2200.0,0.0,14200.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,4279.0,0.0,0.0,165481.0
DARAMIC LLC,OWENSBORO,DAVIESS,KY,42303,37.810556,-87.049722,Plastics and Rubber,NO,63959.17,0.0,0.0,200196.15
OLDCASTLE INFRASTRUCTURE INC,NUEVO,RIVERSIDE,CA,92567,33.83331,-117.11688,Plastics and Rubber,YES,12030.0,0.0,0.0,17413.0
COVORO MINING SOLUTIONS LLC,MEMPHIS,SHELBY,TN,38127,35.27213,-89.97894,Chemicals,NO,1000.0,0.0,0.0,89023.0
CHAMPION PACKAGING & DISTRIBUTION INC.,WOODRIDGE,DUPAGE,IL,60517,41.695605,-88.027053,Chemicals,NO,7966.0,0.0,0.0,7971.0
INDUSTRIAL DIELECTRICS INC.,NOBLESVILLE,HAMILTON,IN,46060,40.042287,-86.01519,Chemicals,YES,13003.0,0.0,0.0,17337.0
CHEMDESIGN PRODUCTS INC,MARINETTE,MARINETTE,WI,54143,45.09713,-87.61406,Chemicals,NO,10027.0,0.0,0.0,13418.0
LOUISIANA PIGMENT CO LP,WESTLAKE,CALCASIEU PARISH,LA,70669,30.196389,-93.306944,Chemicals,YES,5.0,250.0,0.0,25505.0
OCCIDENTAL CHEMICAL CORP,LUDINGTON,MASON,MI,49431,43.939586,-86.434715,Chemicals,NO,0.0,24296.0,0.0,27953.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,YES,0.0,0.0,0.0,26296.0
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,2500.0,0.0,0.0,14500.0
HUMPHREY NO 7,MAIDSVILLE,MONONGALIA,WV,26541,39.677779,-79.984696,Coal Mining,NO,0.0,0.0,0.0,61984.0
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,YES,2800.0,0.0,0.0,8000.0
CLIMAX MOLYBDENUM CO-CLIMAX MINE,CLIMAX,LAKE,CO,80429,39.368668,-106.182976,Metal Mining,NO,5.0,1200.0,0.0,79460.0
EAST DUBUQUE NITROGEN FERTILIZERS LLC,EAST DUBUQUE,JO DAVIESS,IL,61025,42.44311,-90.55686,Chemicals,NO,58247.0,0.0,0.0,58247.0
WETUMKA GAS PROCESSING PLANT,WETUMKA,HUGHES,OK,74883,35.14138,-96.17034,Natural Gas Processing,NO,3543.0,0.0,0.0,5895.0
TRONOX LLC,HAMILTON,MONROE,MS,39746,33.730556,-88.4525,Chemicals,NO,0.0,382688.0,0.0,6814905.0
AMERICAS STYRENICS LLC,SAINT JAMES,ST. JAMES PARISH,LA,70086,30.08013,-90.916,Chemicals,NO,16300.0,0.0,0.0,16683.0
UOP-SHREVEPORT PLANT,SHREVEPORT,CADDO PARISH,LA,71107,32.61514,-93.92517,Chemicals,NO,0.0,0.0,0.0,242820.0
BASF TOTALENERGIES PETROCHEMICALS LLC,PORT ARTHUR,JEFFERSON,TX,77642,29.951649,-93.887272,Chemicals,NO,40457.2,0.0,0.0,40457.2
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,CANTONMENT,ESCAMBIA,FL,325338926,30.596678,-87.251977,Chemicals,NO,216.0,0.0,0.0,455706.0
WESTLAKE ROYAL BUILDING PRODUCTS INC - PLANT 2,SALISBURY,ROWAN,NC,28147,35.63252,-80.5305,Plastics and Rubber,NO,0.0,0.0,0.0,74639.0
VALERO REFINING CO - TENNESSEE L.L.C.,MEMPHIS,SHELBY,TN,38109,35.085843,-90.083385,Petroleum,NO,5080.0,1.0,0.0,6586.0
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,23038.0,44.0,0.0,31664.0
CHEMTRADE SOLUTIONS-SYRACUSE,SYRACUSE,ONONDAGA,NY,13204,43.062167,-76.1995,Chemicals,NO,7720.0,0.0,0.0,7720.0
MOSAIC FERTILIZER LLC-RIVERVIEW,RIVERVIEW,HILLSBOROUGH,FL,33578,27.864473,-82.385841,Chemicals,NO,63000.0,0.0,0.0,63000.0
SOLENIS LLC,GREENSBORO,GUILFORD,NC,27406,36.0441,-79.78814,Chemicals,NO,640.0,0.0,0.0,8820.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,YES,4759.0,9280.0,0.0,14761.0
FRANKLIN INTERNATIONAL,COLUMBUS,FRANKLIN,OH,43207,39.92247,-82.98982,Chemicals,YES,5778.0,0.0,0.0,6420.0
VALERO REFINING - NEW ORLEANS LLC,NORCO,ST. CHARLES PARISH,LA,70079,29.985278,-90.392778,Petroleum,NO,7040.0,0.0,0.0,7040.0
POLYNT COMPOSITES USA INC.,JACKSONVILLE,DUVAL,FL,32254,30.326893,-81.745758,Chemicals,YES,3248.0,0.0,0.0,9220.0
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,3200.0,1.0,0.0,173201.0
SUMITOMO ELECTRIC INTERCONNECT PRODUCTS INC,SAN MARCOS,SAN DIEGO,CA,92069,33.144137,-117.182251,Chemicals,NO,0.0,0.0,0.0,70200.0
MARLAM INDUSTRIES INC.,PHOENIX,MARICOPA,AZ,85034,33.425067,-112.061853,Plastics and Rubber,YES,34400.0,0.0,0.0,34650.0
MOTIVA - PORT ARTHUR CHEMICALS,PORT ARTHUR,JEFFERSON,TX,77640,29.892778,-93.973333,Chemicals,NO,47436.0,0.0,0.0,57093.0
