Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
CABOT CORP,CARROLLTON,CARROLL,KY,41008,38.716251,-85.095767,Chemicals,NO,10063.0,0.0,0.0,12581.0
FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,85540,33.065,-109.34222,Metal Mining,NO,0.0,0.0,0.0,6896.6
CHEMOURS BELLE PLANT,BELLE,KANAWHA,WV,25015,38.24377,-81.55393,Chemicals,NO,2013.0,0.0,0.0,5713.0
WESTLAKE STYRENE LP MARINE TERMINAL FACILITY,SULPHUR,CALCASIEU PARISH,LA,70665,30.149027,-93.343366,Chemical Wholesalers,YES,13988.08,0.0,0.0,14171.81
UNION CARBIDE CORP TECHNOLOGY PARK OPERATIONS,SOUTH CHARLESTON,KANAWHA,WV,25303,38.354466,-81.7072,Chemicals,NO,2136.0,0.0,0.0,21705.0
SOLVAY SPECIALTY POLYMERS USA,BORGER,HUTCHINSON,TX,79008,35.700664,-101.356294,Chemicals,YES,1847.7,0.0,0.0,5793.12
CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.8103,-97.49828,Petroleum,NO,0.0,73246.167,0.0,73246.167
PLASTPRO INC,ASHTABULA,ASHTABULA,OH,44004,41.8514,-80.8523,Plastics and Rubber,YES,0.0,0.0,0.0,41323.0
HF SINCLAIR PARCO REFINING LLC,SINCLAIR,CARBON,WY,82334,41.77899,-107.104,Petroleum,NO,80000.0,0.0,0.0,80000.0
MOSAIC FERTILIZER LLC-NEW WALES PLANT,MULBERRY,POLK,FL,33860,27.834363,-82.049256,Chemicals,NO,31000.0,190.0,0.0,31190.0
IDI CARIBE INC,SALINAS,SALINAS MUNICIPIO,PR,751,17.972778,-66.231944,Chemicals,YES,11258.0,0.0,0.0,11861.0
PERMACAST,TROY,PIKE,AL,36081,31.795543,-85.966468,Plastics and Rubber,YES,0.0,0.0,0.0,52796.0
CHEMTALL INCORPORATED; FLOCRYL LLC,RICEBORO,LIBERTY,GA,31323,31.743668,-81.431776,Chemicals,NO,4200.0,0.0,0.0,7300.0
DOW SILICONES CORP,ELIZABETHTOWN,HARDIN,KY,42701,37.66512,-85.83685,Chemicals,NO,12921.0,0.0,0.0,14907.0
PHILLIPS 66 CO-BAYWAY REFINERY,LINDEN,UNION,NJ,7036,40.640135,-74.21888,Petroleum,NO,0.0,2596400.0,0.0,2596400.0
AQUAWORX,SAINT PETERSBURG,PINELLAS,FL,33716,27.869329,-82.631192,Plastics and Rubber,YES,15592.0,0.0,0.0,16413.0
KURARAY AMERICA-EVAL BU,PASADENA,HARRIS,TX,77507,29.619722,-95.04361,Chemicals,YES,5336.0,0.0,0.0,7909.0
PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,PORTAGE,KALAMAZOO,MI,49002,42.21319,-85.55999,Chemicals,NO,33000.0,0.0,0.0,33000.0
EXXONMOBIL BATON ROUGE REFINERY (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.484917,-91.17392,Petroleum,NO,17000.0,0.0,0.0,51000.0
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,YES,0.0,0.0,0.0,602337.0
LYONDELL CHEMICAL CO BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.61,-95.05,Chemicals,YES,1890.7,0.0,0.0,34081.1
EXXONMOBIL OIL CORP JOLIET REFINERY,CHANNAHON,WILL,IL,60410,41.413831,-88.18346,Petroleum,NO,15492.1,142.2,0.0,28528.1
MPM SILICONES LLC,FRIENDLY,TYLER,WV,26146,39.484572,-81.093403,Chemicals,NO,14775.0,7589.0,0.0,41534.0
LYONDELLBASELL ACETYLS LLC,LA PORTE,HARRIS,TX,77571,29.712222,-95.066667,Chemicals,YES,51000.0,330.0,0.0,103330.0
VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,ARDMORE,CARTER,OK,73401,34.20569,-97.10417,Petroleum,NO,4374.0,5.0,0.0,9673.0
SMOKY VALLEY COMMON OPERATION,ROUND MOUNTAIN,NYE,NV,89045,38.716408,-117.101879,Metal Mining,YES,6.0,0.0,0.0,270009.0
GLASFORMS INC,BIRMINGHAM,JEFFERSON,AL,35217,33.635098,-86.731604,Plastics and Rubber,YES,54270.0,0.0,0.0,55020.0
CRANE COMPOSITES INC.,CHANNAHON,WILL,IL,60410,41.460296,-88.183927,Plastics and Rubber,NO,5321.0,0.0,0.0,5430.0
VEOLIA BURNSIDE PLANT,DARROW,ASCENSION PARISH,LA,70725,30.125259,-90.912628,Chemicals,NO,7507.0,0.0,0.0,9032.0
LUBRIZOL CORP DEER PARK FACILITY,DEER PARK,HARRIS,TX,77536,29.71747,-95.11328,Chemicals,NO,1043.0,7290.0,0.0,19981.0
PHILLLIPS 66 CO BORGER REFINERY,BORGER,HUTCHINSON,TX,79007,35.703056,-101.36305,Petroleum,NO,0.0,122651.99,0.0,122651.99
MULTI-CHEM GROUP SONORA TX FACILITY,SONORA,SUTTON,TX,76950,30.543334,-100.673035,Chemicals,NO,4688.0,0.0,0.0,15158.0
PHILLIPS 66 CO-BAYWAY REFINERY,LINDEN,UNION,NJ,7036,40.640135,-74.21888,Petroleum,NO,24500.0,2030.0,0.0,38830.0
QUAD COUNTY CORN PROCESSORS,GALVA,IDA,IA,51020,42.47684,-95.41516,Chemicals,YES,12146.0,0.0,0.0,12153.0
ZEON CHEMICALS LP,LOUISVILLE,JEFFERSON,KY,40211,38.223103,-85.824408,Chemicals,YES,14854.0,0.0,0.0,14872.0
JOHNSON MATTHEY PROCESS TECHNOLOGIES INC,SAVANNAH,CHATHAM,GA,31408,32.1151,-81.2204,Chemicals,NO,0.0,31.0,0.0,150620.0
SWEETWATER MINE/MILL,ELLINGTON,REYNOLDS,MO,63638,37.358597,-91.147258,Metal Mining,NO,9.12,53.15,0.0,2790122.02
SIMPLOT PHOSPHATES LLC,ROCK SPRINGS,SWEETWATER,WY,82901,41.53841,-109.12746,Chemicals,NO,57134.0,0.0,0.0,168207.36
MPM SILICONES LLC,WATERFORD,SARATOGA,NY,12188,42.815833,-73.666667,Chemicals,NO,8800.0,7.0,0.0,16907.0
LINDE INC TEXAS CITY SMR,TEXAS CITY,GALVESTON,TX,77590,29.365859,-94.936113,Chemicals,NO,37218.39,0.0,0.0,39259.95
KOPPERS INC,CICERO,COOK,IL,60804,41.821484,-87.750206,Chemicals,NO,7497.0,0.0,0.0,7738.0
AMERICAN SYNTHETIC RUBBER CO,LOUISVILLE,JEFFERSON,KY,40216,38.209167,-85.843611,Chemicals,NO,85543.0,0.0,0.0,104075.0
LOUISVILLE PACKAGING,LOUISVILLE,JEFFERSON,KY,40214,38.141228,-85.754515,Chemicals,NO,32862.0,0.0,0.0,32862.0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum,NO,7600.0,0.0,0.0,7664.0
PPG INDUSTRIES INC-OAK CREEK,OAK CREEK,MILWAUKEE,WI,53154,42.84874,-87.93297,Chemicals,NO,5314.54,0.0,0.0,14933.13
CALCASIEU REFINING CO,LAKE CHARLES,CALCASIEU PARISH,LA,70605,30.1338,-93.3206,Petroleum,NO,4257.0,2.0,0.0,29587.0
VALERO THREE RIVERS REFINERY,THREE RIVERS,LIVE OAK,TX,78071,28.456667,-98.190277,Petroleum,NO,982.2,0.0,0.0,5932.2
SHERWOOD PLANT,WEST UNION,DODDRIDGE,WV,26456,39.281445,-80.69374,Natural Gas Processing,NO,3905.0,0.0,0.0,7810.0
CALUMET SHREVEPORT REFINING LLC,SHREVEPORT,CADDO PARISH,LA,71109,32.470833,-93.790833,Petroleum,NO,9588.8,716.9,0.0,10305.7
KBK INDUSTRIES LLC,RUSH CENTER,RUSH,KS,67575,38.482337,-99.308835,Plastics and Rubber,YES,176199.0,0.0,0.0,234932.01
SMC NYE MINE SITE,NYE,STILLWATER,MT,59061,45.386111,-109.873333,Metal Mining,NO,0.1,0.0,0.0,5513.4
OCCIDENTAL CHEMICAL CORP,WICHITA,SEDGWICK,KS,67215,37.581667,-97.425278,Chemicals,YES,4398.0,0.0,0.0,25159.0
HUTCHINSON ANTIVIBRATION SYSTEMS INC,GRAND RAPIDS,KENT,MI,49503,42.97207,-85.63978,Plastics and Rubber,YES,4580.0,0.0,0.0,16396.0
3M CHEMICAL OPERATIONS' DECATUR FACILITY,DECATUR,MORGAN,AL,35601,34.641667,-87.038611,Chemicals,NO,592.0,409.0,0.0,6959.0
AIR PRODUCTS LLC,PORT ARTHUR,JEFFERSON,TX,77640,29.8662,-93.97117,Chemicals,NO,11789.0,0.0,0.0,11789.0
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,YES,4000.0,540.0,0.0,5064.0
AUGUSTA FIBERGLASS COATINGS INC,BLACKVILLE,BARNWELL,SC,29817,33.33884,-81.28408,Plastics and Rubber,YES,0.0,0.0,0.0,56040.0
LEISURE POOLS & SPAS MANUFACTURING N.A. INC.,NEW BRAUNFELS,COMAL,TX,78132,29.67061,-98.1592,Plastics and Rubber,YES,74241.6,0.0,0.0,74241.6
PREMCOR REFINING GROUP INC PORT ARTHUR,PORT ARTHUR,JEFFERSON,TX,77640,29.868333,-93.968333,Petroleum,NO,16588.0,0.0,0.0,20973.0
PAR MONTANA BILLINGS REFINERY,BILLINGS,YELLOWSTONE,MT,59101,45.809167,-108.438889,Petroleum,NO,960.0,550.0,0.0,5710.0
EAGLE MINE,MICHIGAMME,MARQUETTE,MI,49861,46.747492,-87.879746,Metal Mining,YES,6.4,0.0,0.0,190011.51
MALJAMAR GAS PROCESSING PLANT,MALJAMAR,LEA,NM,88264,32.813889,-103.771944,Natural Gas Processing,YES,9013.0,0.0,0.0,9013.0
HOBAS PIPE USA INC.,HOUSTON,HARRIS,TX,77073,29.99744,-95.38429,Plastics and Rubber,YES,31237.0,0.0,0.0,49035.0
BORGER CARBON BLACK PLANT,BORGER,HUTCHINSON,TX,79007,35.665516,-101.435748,Chemicals,NO,54801.0,0.0,0.0,54801.0
DYNO NOBEL INC.--LOMO PLANT,LOUISIANA,PIKE,MO,63353,39.430417,-91.022556,Chemicals,NO,64336.0,15052.0,0.0,86188.0
ADM DECATUR COMPLEX,DECATUR,MACON,IL,625265666,39.863648,-88.883624,Chemicals,NO,270.0,0.0,0.0,16454.0
HF SINCLAIR PARCO REFINING LLC,SINCLAIR,CARBON,WY,82334,41.77899,-107.104,Petroleum,NO,5600.0,0.0,0.0,7600.0
BRENNTAG GREAT LAKES LLC,SAINT PAUL,RAMSEY,MN,55108,44.973731,-93.192191,Chemical Wholesalers,NO,8122.0,0.0,0.0,8532.0
PATRIOT RENEWABLE FUELS LLC DBA CHS INC.,ANNAWAN,HENRY,IL,61234,41.393398,-89.872214,Chemicals,NO,6890.0,0.0,0.0,6890.0
CHEVRON PHILLIPS CHEMICAL CO LP BORGER PLANT,BORGER,HUTCHINSON,TX,79007,35.6995,-101.353083,Chemicals,NO,13662.8,0.0,0.0,32765.8
FRONT LINE MANUFACTURING,WARSAW,KOSCIUSKO,IN,46582,41.2747,-85.87188,Plastics and Rubber,YES,154048.0,0.0,0.0,157518.0
MONT BELVIEU SOUTH RAIL TERMINAL,BAYTOWN,CHAMBERS,TX,77520,29.83453,-94.89539,Petroleum Bulk Terminals,NO,1473.0,0.0,0.0,6014.0
MCCLURE INDUSTRIES INC.,PORTLAND,CLACKAMAS,OR,97206,45.458219,-122.608599,Plastics and Rubber,YES,6586.0,0.0,0.0,6586.0
SEM PRODUCTS INC,ROCK HILL,YORK,SC,29730,34.947443,-80.95061,Chemicals,NO,10246.0,0.0,0.0,11384.0
DYNO NOBEL INC-CHEYENNE PLANT,CHEYENNE,LARAMIE,WY,82001,41.0949,-104.908,Chemicals,NO,282720.0,0.0,0.0,1015902.0
MOLDED FIBER GLASS COMPANIES/TEXAS,GAINESVILLE,COOKE,TX,76240,33.66462,-97.15144,Plastics and Rubber,YES,47454.0,0.0,0.0,47459.0
PHILLIPS 66 PONCA CITY SITE,PONCA CITY,KAY,OK,746017501,36.6821,-97.0895,Petroleum,NO,6394.0,0.0,0.0,6591.0
COFFEYVILLE RESOURCES NITROGEN FERTILIZERS LLC,COFFEYVILLE,MONTGOMERY,KS,67337,37.04536,-95.60517,Chemicals,NO,18048.0,0.0,0.0,18069.0
ENGINEERED COMPOSITES INC.,BUFFALO,ERIE,NY,14206,42.869723,-78.81506,Chemicals,YES,30315.0,0.0,0.0,30320.0
NUTRIEN US LLC,BORGER,HUTCHINSON,TX,79007,35.6417,-101.4228,Chemicals,NO,660.0,0.0,0.0,9262.8
ADM DECATUR COMPLEX,DECATUR,MACON,IL,625265666,39.863648,-88.883624,Chemicals,NO,2205.0,0.0,0.0,73514.0
MOTIVA-PORT ARTHUR REFINERY,PORT ARTHUR,JEFFERSON,TX,77640,29.883333,-93.958333,Petroleum,NO,1312.0,0.0,0.0,6483.0
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,YES,1.0,0.0,0.0,7992.0
LSB CHEMICAL L.L.C.,PRYOR,MAYES,OK,74361,36.241247,-95.278349,Chemicals,NO,0.0,15891.91,0.0,1787847.53
FREEPORT-MCMORAN SAFFORD INC,SAFFORD,GRAHAM,AZ,85546,32.958333,-109.675,Metal Mining,YES,0.0,0.0,0.0,5600.0
SAWYER OILFIELD PRODUCTS,BROWNWOOD,BROWN,TX,76801,31.6717,-98.99052,Plastics and Rubber,YES,22809.0,0.0,0.0,22809.0
CELANESE LTD BAY CITY PLANT,BAY CITY,MATAGORDA,TX,77414,28.861921,-96.020763,Chemicals,NO,3372.0,0.0,0.0,11940.0
DOW VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.678574,-96.951973,Chemicals,YES,17206.0,0.0,0.0,18249.0
BASF CORP,GEISMAR,ASCENSION PARISH,LA,70734,30.1979,-91.0035,Chemicals,YES,6890.0,0.0,0.0,10280.0
BATHCRAFT LLC,VALDOSTA,LOWNDES,GA,31601,30.80012,-83.27844,Plastics and Rubber,YES,82364.0,0.0,0.0,84832.0
MONUMENT CHEMICAL KENTUCKY LLC,BRANDENBURG,MEADE,KY,40108,38.002597,-86.117905,Chemicals,NO,0.0,136000.0,0.0,136000.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,8645.0,0.0,0.0,241479.0
KAAPA ETHANOL LLC,MINDEN,KEARNEY,NE,68959,40.483359,-99.077224,Chemicals,NO,6904.0,0.0,0.0,7000.0
ST LAWRENCE ZINC CO BALMAT 4 MINE & MILL,GOUVERNEUR,ST. LAWRENCE,NY,13642,44.265028,-75.408139,Metal Mining,NO,787.0,819.0,0.0,1733259.0
INEOS USA LLC,ADDYSTON,HAMILTON,OH,45001,39.1347,-84.7122,Chemicals,YES,3760.0,11.0,0.0,9231.0
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,CANTONMENT,ESCAMBIA,FL,325338926,30.596678,-87.251977,Chemicals,NO,0.0,0.0,0.0,79689.0
VALERO REFINING CO - TENNESSEE L.L.C.,MEMPHIS,SHELBY,TN,38109,35.085843,-90.083385,Petroleum,NO,592.0,0.0,0.0,6203.0
NYSTAR - YOUNG MINE & MILL,NEW MARKET,JEFFERSON,TN,37820,36.02634,-83.71224,Metal Mining,YES,0.0,0.0,0.0,5370.221
EXXONMOBIL OIL CORP CHEMICAL PLANT (PART),BEAUMONT,JEFFERSON,TX,77701,30.069957,-94.062144,Chemicals,NO,66000.0,0.0,0.0,110000.0
WILLIAMSON ENERGY,MARION,WILLIAMSON,IL,62959,37.83464,-88.83582,Coal Mining,YES,0.0,0.0,0.0,153091.3
FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,85540,33.065,-109.34222,Metal Mining,YES,5.0,0.0,0.0,26005.0
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,NO,11893.91,0.0,0.0,12938.79
HEXCEL CORP,SALT LAKE CITY,SALT LAKE,UT,84118,40.653604,-112.054074,Chemicals,YES,0.0,0.0,0.0,8540.0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum,NO,37000.0,0.0,0.0,37180.0
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,NO,0.0,0.0,0.0,10034.0
SEKISUI SPECIALTY CHEMICALS AMERICA LLC,CALVERT CITY,MARSHALL,KY,42029,37.043889,-88.3525,Chemicals,NO,380178.0,0.0,0.0,682383.0
TOLEDO REFINING CO LLC,OREGON,LUCAS,OH,43616,41.6295,-83.4965,Petroleum,NO,4800.0,0.0,0.0,12050.0
HUNT REFINING CO A CORP,TUSCALOOSA,TUSCALOOSA,AL,35401,33.2003,-87.607,Petroleum,NO,0.0,18883.0,0.0,18883.0
DAKOTA ETHANOL LLC,WENTWORTH,LAKE,SD,57075,43.976389,-96.95333,Chemicals,NO,10000.0,0.0,0.0,10002.0
WESTERN REFINING TERMINALS LLC - BLOOMFIELD,BLOOMFIELD,SAN JUAN,NM,87413,36.698761,-107.975395,Petroleum Bulk Terminals,NO,2700.0,0.0,0.0,7501.0
BP CHERRY POINT REFINERY,BLAINE,WHATCOM,WA,98230,48.884,-122.735,Petroleum,YES,69.0,250.7,0.0,9500.7
INTEGRATED DNA TECHNOLOGIES,CORALVILLE,JOHNSON,IA,52241,41.69626,-91.61456,Chemicals,NO,4389.0,0.0,0.0,5059.0
DCP GOLDSMITH PLANT,GOLDSMITH,ECTOR,TX,79741,31.980924,-102.634535,Natural Gas Processing,NO,23000.0,0.0,0.0,26400.0
ONE EARTH ENERGY LLC,GIBSON CITY,FORD,IL,60936,40.471085,-88.39574,Chemicals,YES,12499.434,0.0,0.0,12499.434
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,7642.0,0.0,0.0,660269.0
CHEVRON PHILLIPS CHEMICAL CO LP SWEENY COMPLEX,SWEENY,BRAZORIA,TX,77480,29.081543,-95.741714,Chemicals,YES,42.0,0.0,0.0,6886.0
GLOBAL COMPOSITES INC. PLANT 6 PANEL DIV,ELKHART,ELKHART,IN,46517,41.66059,-86.02249,Plastics and Rubber,YES,69213.86,0.0,0.0,76904.29
MARATHON MANDAN REFINERY,MANDAN,MORTON,ND,58554,46.8441,-100.8855,Petroleum,NO,4400.0,1800.0,0.0,7600.0
BAYER CROPSCIENCE LP - KC,KANSAS CITY,JACKSON,MO,64120,39.122417,-94.474833,Chemicals,NO,1800.0,6200.0,0.0,9300.0
GREEN PLAINS OTTER TAIL LLC,FERGUS FALLS,OTTER TAIL,MN,56537,46.31158,-96.13374,Chemicals,YES,6900.0,0.0,0.0,6905.0
"ALTIVIA PETROCHEMICALS, LLC",HAVERHILL,SCIOTO,OH,45636,38.59167,-82.81944,Chemicals,NO,27626.0,25.0,0.0,61180.0
3M CHEMICAL OPERATIONS' CORDOVA FACILITY,CORDOVA,ROCK ISLAND,IL,61242,41.755,-90.284167,Chemicals,NO,5424.0,0.0,0.0,8040.0
GFP ETHANOL LLC DBA CALGREN RENEWABLE FUELS,PIXLEY,TULARE,CA,93256,36.00301,-119.303791,Chemicals,YES,13054.94,0.0,0.0,13152.28
UNITED FIBERGLASS INC,AMARILLO,RANDALL,TX,79118,35.17637,-101.70697,Plastics and Rubber,YES,15620.0,0.0,0.0,15620.0
CALUMET MONTANA REFINING LLC.,GREAT FALLS,CASCADE,MT,59404,47.523611,-111.294167,Petroleum,NO,10515.0,0.0,0.0,10515.0
BASIN ELECTRIC ANTELOPE VALLEY STATION,BEULAH,MERCER,ND,58523,47.370445,-101.838042,Chemicals,NO,1.0,0.0,0.0,310036.0
TAYLOR INDUSTRIES INC.,PARKER FORD,CHESTER,PA,19457,40.210243,-75.591537,Plastics and Rubber,YES,2657.0,0.0,0.0,6034.0
GLOBAL COMPOSITES INC PLANT 4,ELKHART,ELKHART,IN,46517,41.649556,-86.019805,Plastics and Rubber,YES,79859.28,0.0,0.0,88732.53
NEVADA GOLD MINES LLC - PHOENIX MINE,BATTLE MOUNTAIN,LANDER,NV,89820,40.50066,-117.10615,Metal Mining,NO,1803.0,0.0,0.0,174483.0
3M CO - BROWNWOOD,BROWNWOOD,BROWN,TX,76801,31.671177,-98.996513,Plastics and Rubber,NO,20182.0,0.0,0.0,24961.0
LYONDELL CHEMICAL CO BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.61,-95.05,Chemicals,NO,16075.0,0.0,0.0,19190.0
ROYAL ADHESIVES & SEALANTS,MICHIGAN CENTER,JACKSON,MI,49254,42.231459,-84.333744,Chemicals,NO,9227.0,0.0,0.0,10109.0
BIG WEST OIL LLC,NORTH SALT LAKE,DAVIS,UT,84054,40.838386,-111.921443,Petroleum,NO,36500.0,0.0,0.0,36500.0
ABERDEEN ENERGY LLC,MINA,EDMUNDS,SD,57451,45.442417,-98.787139,Chemicals,YES,8878.0,0.0,0.0,8880.0
POET BIOREFINING - SHELL ROCK LLC,SHELL ROCK,BUTLER,IA,50670,42.7363,-92.6174,Chemicals,YES,89000.0,0.0,0.0,89110.0
FMC  CORP - MOBILE MANUFACTURING CENTER,AXIS,MOBILE,AL,36505,30.954444,-88.018889,Chemicals,NO,230.0,146.0,0.0,7087.0
GULF COAST GROWTH VENTURES LLC,GREGORY,SAN PATRICIO,TX,78359,27.925021,-97.316393,Chemicals,NO,8037.9,5.0,0.0,9047.5
MARIGOLD MINING CO,VALMY,HUMBOLDT,NV,89438,40.779795,-117.139904,Metal Mining,NO,41.0,0.0,0.0,6441.0
CABOT CORP CANAL PLANT,CENTERVILLE,ST. MARY PARISH,LA,70522,29.68576,-91.473179,Chemicals,NO,37826.0,0.0,0.0,42334.0
OCCIDENTAL CHEMICAL CORP,WICHITA,SEDGWICK,KS,67215,37.581667,-97.425278,Chemicals,NO,0.0,0.0,0.0,14692.0
CHEMOURS DELISLE PLANT,PASS CHRISTIAN,HARRISON,MS,39571,30.389186,-89.308892,Chemicals,YES,0.0,2.0,0.0,31909.0
RIVERSIDE FRACTIONATION PLANT,GEISMAR,ASCENSION PARISH,LA,70734,30.214123,-91.035113,Natural Gas Processing,NO,6449.0,799.0,0.0,8267.0
FIORE GOLD PAN MINE,ELY,WHITE PINE,NV,89315,39.305372,-115.754596,Metal Mining,NO,2.7,0.0,0.0,374424.7
OLD BRIDGE CHEMIACLS INC,OLD BRIDGE,MIDDLESEX,NJ,8857,40.432944,-74.328669,Chemicals,NO,6956.0,0.0,0.0,8184.0
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,YES,7975.0,0.0,0.0,20788.0
WACKER CHEMICAL CORP POLYMERS DIV,CALVERT CITY,MARSHALL,KY,42029,37.044796,-88.349313,Chemicals,YES,19578.72,0.0,0.0,27593.486
STEPAN CO MILLSDALE ROAD,ELWOOD,WILL,IL,60421,41.441667,-88.15972,Chemicals,NO,42951.0,0.0,0.0,79640.0
COFFEYVILLE RESOURCES REFINING & MARKETING,COFFEYVILLE,MONTGOMERY,KS,67337,37.047556,-95.606106,Petroleum,NO,0.0,53675.0,0.0,53675.0
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,YES,32.0,0.0,0.0,17929.0
MADISON INDUSTRIES,OLD BRIDGE,MIDDLESEX,NJ,8857,40.434727,-74.329729,Chemicals,NO,7383.0,0.0,0.0,7383.0
GOODYEAR TIRE & RUBBER CO,LAWTON,COMANCHE,OK,73505,34.600556,-98.5275,Plastics and Rubber,YES,30932.0,0.0,0.0,30932.0
BERRYMAN PRODUCTS INC.,ARLINGTON,TARRANT,TX,76011,32.75063,-97.04112,Chemicals,YES,4800.0,0.0,0.0,15900.0
CHEVRON PHILLIPS CHEMICAL CO LP CLEMENS TERMINAL,BRAZORIA,BRAZORIA,TX,77422,28.984953,-95.558009,Petroleum Bulk Terminals,NO,11782.0,0.0,0.0,44718.0
TOTALENERGIES PETROCHEMICALS & REFINING USA INC-PORT ARTHUR,PORT ARTHUR,JEFFERSON,TX,77642,29.957935,-93.897484,Petroleum,NO,0.0,38000.0,0.0,38000.0
CUSTOM SYNTHESIS LLC,ANDERSON,ANDERSON,SC,29625,34.57504,-82.73705,Chemicals,NO,7217.0,0.0,0.0,7467.0
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,NO,79098.0,1518.0,0.0,92053.0
CLIMAX MOLYBDENUM CO-HENDERSON MINE,EMPIRE,CLEAR CREEK,CO,80438,39.7591,-105.8404,Metal Mining,NO,0.0,31000.0,0.0,31000.0
GATEWAY GAS PLANT,GARDEN CITY,REAGAN,TX,79739,31.644859,-101.63231,Natural Gas Processing,NO,20353.0,0.0,0.0,20853.0
TESORO REFINING & MARKETING COMPANY LLC - SLC,SALT LAKE CITY,SALT LAKE,UT,84103,40.791667,-111.902778,Petroleum,NO,19000.0,0.0,0.0,22400.0
MITSUBISHI CHEMICAL LA PORTE,LA PORTE,HARRIS,TX,77571,29.701111,-95.042222,Chemicals,YES,837.0,0.0,0.0,7453.0
PRATT ENERGY LLC,PRATT,PRATT,KS,67124,37.68962,-98.70704,Chemicals,YES,5377.0,0.0,0.0,5381.33
BASF CORP - HANNIBAL SITE,PALMYRA,MARION,MO,63461,39.834118,-91.436791,Chemicals,NO,7087.0,0.0,0.0,7092.0
TATE & LYLE SUCRALOSE LLC,MC INTOSH,WASHINGTON,AL,36553,31.2507,-88.0154,Chemicals,NO,4.0,504.0,0.0,7610.0
VISKASE COS INC,OSCEOLA,MISSISSIPPI,AR,72370,35.652289,-89.939752,Plastics and Rubber,NO,1342293.0,393.0,0.0,1346176.0
TOTALENERGIES PETROCHEMICALS & REFINING USA INC,LA PORTE,HARRIS,TX,77571,29.726111,-95.08945,Chemicals,NO,4933.0,0.0,0.0,6111.0
VALERO REFINING - NEW ORLEANS LLC,NORCO,ST. CHARLES PARISH,LA,70079,29.985278,-90.392778,Petroleum,NO,0.0,99110.0,0.0,99110.0
AIR PRODUCTS & CHEMICALS INC.,WILMINGTON,LOS ANGELES,CA,90744,33.780833,-118.241111,Chemicals,NO,6416.0,0.0,0.0,6416.0
BASF CORP,GEISMAR,ASCENSION PARISH,LA,70734,30.1979,-91.0035,Chemicals,NO,13000.0,0.0,0.0,43100.0
OCEANAGOLD HAILE GOLD MINE,KERSHAW,LANCASTER,SC,29067,34.597431,-80.532552,Metal Mining,NO,0.1,0.0,0.0,7400.1
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Chemicals,NO,679.21,0.0,0.0,6905.82
MITSUBISHI CHEMICAL AMERICA INC.,GREER,GREENVILLE,SC,29650,34.926131,-82.261142,Plastics and Rubber,YES,24770.68,0.0,0.0,33635.08
HUTCHINSON ANTIVIBRATION SYSTEMS INC,GRAND RAPIDS,KENT,MI,49503,42.97207,-85.63978,Plastics and Rubber,NO,4686.0,0.0,0.0,15453.0
